[2024-07-16T05:50:09.439+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-16T05:50:09.486+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [queued]>
[2024-07-16T05:50:09.499+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [queued]>
[2024-07-16T05:50:09.499+0530] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-07-16T05:50:09.515+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): Prepare_data> on 2024-07-16 00:20:08.570795+00:00
[2024-07-16T05:50:09.520+0530] {standard_task_runner.py:63} INFO - Started process 52089 to run task
[2024-07-16T05:50:09.523+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'dag_prepare_data_historic', 'Prepare_data', 'manual__2024-07-16T00:20:08.570795+00:00', '--job-id', '1423', '--raw', '--subdir', 'DAGS_FOLDER/dag_prepare_data_historic.py', '--cfg-path', '/tmp/tmp2imn_ql2']
[2024-07-16T05:50:09.526+0530] {standard_task_runner.py:91} INFO - Job 1423: Subtask Prepare_data
[2024-07-16T05:50:09.580+0530] {task_command.py:426} INFO - Running <TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [running]> on host kali
[2024-07-16T05:50:09.664+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='dag_prepare_data_historic' AIRFLOW_CTX_TASK_ID='Prepare_data' AIRFLOW_CTX_EXECUTION_DATE='2024-07-16T00:20:08.570795+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-16T00:20:08.570795+00:00'
[2024-07-16T05:50:09.665+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-16T05:50:15.665+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:50:15.667+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:50:15.668+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:50:15.671+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:50:15.673+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:50:15.676+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:50:15.680+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:50:15.682+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:50:15.684+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:50:15.685+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:50:15.687+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:50:15.689+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:50:15.690+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:50:15.691+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:50:15.696+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:50:15.697+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:50:15.699+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:50:15.700+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:50:15.701+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:50:15.702+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:50:15.702+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:50:15.703+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:50:15.704+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:50:15.705+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:50:15.706+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:50:15.706+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:50:15.707+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:50:15.711+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:50:15.713+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:50:15.714+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:50:15.715+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:50:15.716+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:50:15.717+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:50:15.718+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:50:15.719+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:50:15.720+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:50:15.721+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:50:15.722+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:50:15.722+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:50:15.723+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:50:15.725+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:50:15.726+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:50:15.728+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:50:15.729+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:50:15.730+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:50:15.730+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:50:15.731+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:50:15.732+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:50:15.733+0530] {logging_mixin.py:188} INFO - 2023-11-24 00:00:00
[2024-07-16T05:50:15.734+0530] {logging_mixin.py:188} INFO - 2023-11-24 00:00:00
[2024-07-16T05:50:15.735+0530] {logging_mixin.py:188} INFO - 2023-11-24 00:00:00
[2024-07-16T05:50:15.736+0530] {logging_mixin.py:188} INFO - 2023-11-24 00:00:00
[2024-07-16T05:50:15.737+0530] {logging_mixin.py:188} INFO - 2023-11-24 00:00:00
[2024-07-16T05:50:15.738+0530] {logging_mixin.py:188} INFO - 2023-11-24 00:00:00
[2024-07-16T05:50:15.738+0530] {logging_mixin.py:188} INFO - 2023-11-24 00:00:00
[2024-07-16T05:50:15.739+0530] {logging_mixin.py:188} INFO - 2023-11-24 00:00:00
[2024-07-16T05:50:15.741+0530] {logging_mixin.py:188} INFO - 2023-11-24 00:00:00
[2024-07-16T05:50:15.742+0530] {logging_mixin.py:188} INFO - 2023-11-24 00:00:00
[2024-07-16T05:50:15.744+0530] {logging_mixin.py:188} INFO - 2023-11-25 00:00:00
[2024-07-16T05:50:15.745+0530] {logging_mixin.py:188} INFO - 2023-11-25 00:00:00
[2024-07-16T05:50:15.746+0530] {logging_mixin.py:188} INFO - 2023-11-25 00:00:00
[2024-07-16T05:50:15.747+0530] {logging_mixin.py:188} INFO - 2023-11-25 00:00:00
[2024-07-16T05:50:15.748+0530] {logging_mixin.py:188} INFO - 2023-11-25 00:00:00
[2024-07-16T05:50:15.749+0530] {logging_mixin.py:188} INFO - 2023-11-25 00:00:00
[2024-07-16T05:50:15.749+0530] {logging_mixin.py:188} INFO - 2023-11-25 00:00:00
[2024-07-16T05:50:15.750+0530] {logging_mixin.py:188} INFO - 2023-11-25 00:00:00
[2024-07-16T05:50:15.751+0530] {logging_mixin.py:188} INFO - 2023-11-25 00:00:00
[2024-07-16T05:50:15.752+0530] {logging_mixin.py:188} INFO - 2023-11-25 00:00:00
[2024-07-16T05:50:15.753+0530] {logging_mixin.py:188} INFO - 2023-11-26 00:00:00
[2024-07-16T05:50:15.753+0530] {logging_mixin.py:188} INFO - 2023-11-26 00:00:00
[2024-07-16T05:50:15.754+0530] {logging_mixin.py:188} INFO - 2023-11-26 00:00:00
[2024-07-16T05:50:15.755+0530] {logging_mixin.py:188} INFO - 2023-11-26 00:00:00
[2024-07-16T05:50:15.755+0530] {logging_mixin.py:188} INFO - 2023-11-26 00:00:00
[2024-07-16T05:50:15.756+0530] {logging_mixin.py:188} INFO - 2023-11-26 00:00:00
[2024-07-16T05:50:15.757+0530] {logging_mixin.py:188} INFO - 2023-11-26 00:00:00
[2024-07-16T05:50:15.758+0530] {logging_mixin.py:188} INFO - 2023-11-26 00:00:00
[2024-07-16T05:50:15.759+0530] {logging_mixin.py:188} INFO - 2023-11-26 00:00:00
[2024-07-16T05:50:15.760+0530] {logging_mixin.py:188} INFO - 2023-11-26 00:00:00
[2024-07-16T05:50:15.761+0530] {logging_mixin.py:188} INFO - 2023-11-27 00:00:00
[2024-07-16T05:50:15.762+0530] {logging_mixin.py:188} INFO - 2023-11-27 00:00:00
[2024-07-16T05:50:15.763+0530] {logging_mixin.py:188} INFO - 2023-11-27 00:00:00
[2024-07-16T05:50:15.764+0530] {logging_mixin.py:188} INFO - 2023-11-27 00:00:00
[2024-07-16T05:50:15.766+0530] {logging_mixin.py:188} INFO - 2023-11-27 00:00:00
[2024-07-16T05:50:15.767+0530] {logging_mixin.py:188} INFO - 2023-11-27 00:00:00
[2024-07-16T05:50:15.768+0530] {logging_mixin.py:188} INFO - 2023-11-27 00:00:00
[2024-07-16T05:50:15.769+0530] {logging_mixin.py:188} INFO - 2023-11-27 00:00:00
[2024-07-16T05:50:15.770+0530] {logging_mixin.py:188} INFO - 2023-11-27 00:00:00
[2024-07-16T05:50:15.771+0530] {logging_mixin.py:188} INFO - 2023-11-27 00:00:00
[2024-07-16T05:50:15.772+0530] {logging_mixin.py:188} INFO - 2023-11-28 00:00:00
[2024-07-16T05:50:15.773+0530] {logging_mixin.py:188} INFO - 2023-11-28 00:00:00
[2024-07-16T05:50:15.774+0530] {logging_mixin.py:188} INFO - 2023-11-28 00:00:00
[2024-07-16T05:50:15.774+0530] {logging_mixin.py:188} INFO - 2023-11-28 00:00:00
[2024-07-16T05:50:15.775+0530] {logging_mixin.py:188} INFO - 2023-11-28 00:00:00
[2024-07-16T05:50:15.777+0530] {logging_mixin.py:188} INFO - 2023-11-28 00:00:00
[2024-07-16T05:50:15.779+0530] {logging_mixin.py:188} INFO - 2023-11-28 00:00:00
[2024-07-16T05:50:15.780+0530] {logging_mixin.py:188} INFO - 2023-11-28 00:00:00
[2024-07-16T05:50:15.781+0530] {logging_mixin.py:188} INFO - 2023-11-28 00:00:00
[2024-07-16T05:50:15.782+0530] {logging_mixin.py:188} INFO - 2023-11-28 00:00:00
[2024-07-16T05:50:15.783+0530] {logging_mixin.py:188} INFO - 2023-11-29 00:00:00
[2024-07-16T05:50:15.784+0530] {logging_mixin.py:188} INFO - 2023-11-29 00:00:00
[2024-07-16T05:50:15.785+0530] {logging_mixin.py:188} INFO - 2023-11-29 00:00:00
[2024-07-16T05:50:15.786+0530] {logging_mixin.py:188} INFO - 2023-11-29 00:00:00
[2024-07-16T05:50:15.787+0530] {logging_mixin.py:188} INFO - 2023-11-29 00:00:00
[2024-07-16T05:50:15.788+0530] {logging_mixin.py:188} INFO - 2023-11-29 00:00:00
[2024-07-16T05:50:15.788+0530] {logging_mixin.py:188} INFO - 2023-11-29 00:00:00
[2024-07-16T05:50:15.789+0530] {logging_mixin.py:188} INFO - 2023-11-29 00:00:00
[2024-07-16T05:50:15.790+0530] {logging_mixin.py:188} INFO - 2023-11-29 00:00:00
[2024-07-16T05:50:15.791+0530] {logging_mixin.py:188} INFO - 2023-11-29 00:00:00
[2024-07-16T05:50:15.793+0530] {logging_mixin.py:188} INFO - 2023-11-30 00:00:00
[2024-07-16T05:50:15.794+0530] {logging_mixin.py:188} INFO - 2023-11-30 00:00:00
[2024-07-16T05:50:15.795+0530] {logging_mixin.py:188} INFO - 2023-11-30 00:00:00
[2024-07-16T05:50:15.796+0530] {logging_mixin.py:188} INFO - 2023-11-30 00:00:00
[2024-07-16T05:50:15.797+0530] {logging_mixin.py:188} INFO - 2023-11-30 00:00:00
[2024-07-16T05:50:15.798+0530] {logging_mixin.py:188} INFO - 2023-11-30 00:00:00
[2024-07-16T05:50:15.799+0530] {logging_mixin.py:188} INFO - 2023-11-30 00:00:00
[2024-07-16T05:50:15.800+0530] {logging_mixin.py:188} INFO - 2023-11-30 00:00:00
[2024-07-16T05:50:15.801+0530] {logging_mixin.py:188} INFO - 2023-11-30 00:00:00
[2024-07-16T05:50:15.801+0530] {logging_mixin.py:188} INFO - 2023-11-30 00:00:00
[2024-07-16T05:50:15.802+0530] {logging_mixin.py:188} INFO - 2023-12-01 00:00:00
[2024-07-16T05:50:15.803+0530] {logging_mixin.py:188} INFO - 2023-12-01 00:00:00
[2024-07-16T05:50:15.804+0530] {logging_mixin.py:188} INFO - 2023-12-01 00:00:00
[2024-07-16T05:50:15.805+0530] {logging_mixin.py:188} INFO - 2023-12-01 00:00:00
[2024-07-16T05:50:15.806+0530] {logging_mixin.py:188} INFO - 2023-12-01 00:00:00
[2024-07-16T05:50:15.807+0530] {logging_mixin.py:188} INFO - 2023-12-01 00:00:00
[2024-07-16T05:50:15.808+0530] {logging_mixin.py:188} INFO - 2023-12-01 00:00:00
[2024-07-16T05:50:15.809+0530] {logging_mixin.py:188} INFO - 2023-12-01 00:00:00
[2024-07-16T05:50:15.811+0530] {logging_mixin.py:188} INFO - 2023-12-01 00:00:00
[2024-07-16T05:50:15.812+0530] {logging_mixin.py:188} INFO - 2023-12-01 00:00:00
[2024-07-16T05:50:15.813+0530] {logging_mixin.py:188} INFO - 2023-12-02 00:00:00
[2024-07-16T05:50:15.814+0530] {logging_mixin.py:188} INFO - 2023-12-02 00:00:00
[2024-07-16T05:50:15.815+0530] {logging_mixin.py:188} INFO - 2023-12-02 00:00:00
[2024-07-16T05:50:15.816+0530] {logging_mixin.py:188} INFO - 2023-12-02 00:00:00
[2024-07-16T05:50:15.817+0530] {logging_mixin.py:188} INFO - 2023-12-02 00:00:00
[2024-07-16T05:50:15.818+0530] {logging_mixin.py:188} INFO - 2023-12-02 00:00:00
[2024-07-16T05:50:15.819+0530] {logging_mixin.py:188} INFO - 2023-12-02 00:00:00
[2024-07-16T05:50:15.820+0530] {logging_mixin.py:188} INFO - 2023-12-02 00:00:00
[2024-07-16T05:50:15.821+0530] {logging_mixin.py:188} INFO - 2023-12-02 00:00:00
[2024-07-16T05:50:15.822+0530] {logging_mixin.py:188} INFO - 2023-12-02 00:00:00
[2024-07-16T05:50:15.822+0530] {logging_mixin.py:188} INFO - 2023-12-03 00:00:00
[2024-07-16T05:50:15.823+0530] {logging_mixin.py:188} INFO - 2023-12-03 00:00:00
[2024-07-16T05:50:15.824+0530] {logging_mixin.py:188} INFO - 2023-12-03 00:00:00
[2024-07-16T05:50:15.826+0530] {logging_mixin.py:188} INFO - 2023-12-03 00:00:00
[2024-07-16T05:50:15.828+0530] {logging_mixin.py:188} INFO - 2023-12-03 00:00:00
[2024-07-16T05:50:15.829+0530] {logging_mixin.py:188} INFO - 2023-12-03 00:00:00
[2024-07-16T05:50:15.830+0530] {logging_mixin.py:188} INFO - 2023-12-03 00:00:00
[2024-07-16T05:50:15.831+0530] {logging_mixin.py:188} INFO - 2023-12-03 00:00:00
[2024-07-16T05:50:15.832+0530] {logging_mixin.py:188} INFO - 2023-12-03 00:00:00
[2024-07-16T05:50:15.833+0530] {logging_mixin.py:188} INFO - 2023-12-03 00:00:00
[2024-07-16T05:50:15.834+0530] {logging_mixin.py:188} INFO - 2023-12-04 00:00:00
[2024-07-16T05:50:15.834+0530] {logging_mixin.py:188} INFO - 2023-12-04 00:00:00
[2024-07-16T05:50:15.835+0530] {logging_mixin.py:188} INFO - 2023-12-04 00:00:00
[2024-07-16T05:50:15.836+0530] {logging_mixin.py:188} INFO - 2023-12-04 00:00:00
[2024-07-16T05:50:15.837+0530] {logging_mixin.py:188} INFO - 2023-12-04 00:00:00
[2024-07-16T05:50:15.838+0530] {logging_mixin.py:188} INFO - 2023-12-04 00:00:00
[2024-07-16T05:50:15.839+0530] {logging_mixin.py:188} INFO - 2023-12-04 00:00:00
[2024-07-16T05:50:15.840+0530] {logging_mixin.py:188} INFO - 2023-12-04 00:00:00
[2024-07-16T05:50:15.842+0530] {logging_mixin.py:188} INFO - 2023-12-04 00:00:00
[2024-07-16T05:50:15.843+0530] {logging_mixin.py:188} INFO - 2023-12-04 00:00:00
[2024-07-16T05:50:15.845+0530] {logging_mixin.py:188} INFO - 2023-12-05 00:00:00
[2024-07-16T05:50:15.846+0530] {logging_mixin.py:188} INFO - 2023-12-05 00:00:00
[2024-07-16T05:50:15.847+0530] {logging_mixin.py:188} INFO - 2023-12-05 00:00:00
[2024-07-16T05:50:15.848+0530] {logging_mixin.py:188} INFO - 2023-12-05 00:00:00
[2024-07-16T05:50:15.848+0530] {logging_mixin.py:188} INFO - 2023-12-05 00:00:00
[2024-07-16T05:50:15.849+0530] {logging_mixin.py:188} INFO - 2023-12-05 00:00:00
[2024-07-16T05:50:15.850+0530] {logging_mixin.py:188} INFO - 2023-12-05 00:00:00
[2024-07-16T05:50:15.851+0530] {logging_mixin.py:188} INFO - 2023-12-05 00:00:00
[2024-07-16T05:50:15.852+0530] {logging_mixin.py:188} INFO - 2023-12-05 00:00:00
[2024-07-16T05:50:15.853+0530] {logging_mixin.py:188} INFO - 2023-12-05 00:00:00
[2024-07-16T05:50:15.854+0530] {logging_mixin.py:188} INFO - 2023-12-06 00:00:00
[2024-07-16T05:50:15.855+0530] {logging_mixin.py:188} INFO - 2023-12-06 00:00:00
[2024-07-16T05:50:15.855+0530] {logging_mixin.py:188} INFO - 2023-12-06 00:00:00
[2024-07-16T05:50:15.856+0530] {logging_mixin.py:188} INFO - 2023-12-06 00:00:00
[2024-07-16T05:50:15.857+0530] {logging_mixin.py:188} INFO - 2023-12-06 00:00:00
[2024-07-16T05:50:15.858+0530] {logging_mixin.py:188} INFO - 2023-12-06 00:00:00
[2024-07-16T05:50:15.859+0530] {logging_mixin.py:188} INFO - 2023-12-06 00:00:00
[2024-07-16T05:50:15.861+0530] {logging_mixin.py:188} INFO - 2023-12-06 00:00:00
[2024-07-16T05:50:15.862+0530] {logging_mixin.py:188} INFO - 2023-12-06 00:00:00
[2024-07-16T05:50:15.863+0530] {logging_mixin.py:188} INFO - 2023-12-06 00:00:00
[2024-07-16T05:50:15.864+0530] {logging_mixin.py:188} INFO - 2023-12-07 00:00:00
[2024-07-16T05:50:15.865+0530] {logging_mixin.py:188} INFO - 2023-12-07 00:00:00
[2024-07-16T05:50:15.866+0530] {logging_mixin.py:188} INFO - 2023-12-07 00:00:00
[2024-07-16T05:50:15.867+0530] {logging_mixin.py:188} INFO - 2023-12-07 00:00:00
[2024-07-16T05:50:15.868+0530] {logging_mixin.py:188} INFO - 2023-12-07 00:00:00
[2024-07-16T05:50:15.869+0530] {logging_mixin.py:188} INFO - 2023-12-07 00:00:00
[2024-07-16T05:50:15.870+0530] {logging_mixin.py:188} INFO - 2023-12-07 00:00:00
[2024-07-16T05:50:15.871+0530] {logging_mixin.py:188} INFO - 2023-12-07 00:00:00
[2024-07-16T05:50:15.871+0530] {logging_mixin.py:188} INFO - 2023-12-07 00:00:00
[2024-07-16T05:50:15.872+0530] {logging_mixin.py:188} INFO - 2023-12-07 00:00:00
[2024-07-16T05:50:15.873+0530] {logging_mixin.py:188} INFO - 2023-12-08 00:00:00
[2024-07-16T05:50:15.875+0530] {logging_mixin.py:188} INFO - 2023-12-08 00:00:00
[2024-07-16T05:50:15.876+0530] {logging_mixin.py:188} INFO - 2023-12-08 00:00:00
[2024-07-16T05:50:15.878+0530] {logging_mixin.py:188} INFO - 2023-12-08 00:00:00
[2024-07-16T05:50:15.880+0530] {logging_mixin.py:188} INFO - 2023-12-08 00:00:00
[2024-07-16T05:50:15.881+0530] {logging_mixin.py:188} INFO - 2023-12-08 00:00:00
[2024-07-16T05:50:15.882+0530] {logging_mixin.py:188} INFO - 2023-12-08 00:00:00
[2024-07-16T05:50:15.883+0530] {logging_mixin.py:188} INFO - 2023-12-08 00:00:00
[2024-07-16T05:50:15.884+0530] {logging_mixin.py:188} INFO - 2023-12-08 00:00:00
[2024-07-16T05:50:15.885+0530] {logging_mixin.py:188} INFO - 2023-12-08 00:00:00
[2024-07-16T05:50:15.886+0530] {logging_mixin.py:188} INFO - 2023-12-09 00:00:00
[2024-07-16T05:50:15.886+0530] {logging_mixin.py:188} INFO - 2023-12-09 00:00:00
[2024-07-16T05:50:15.888+0530] {logging_mixin.py:188} INFO - 2023-12-09 00:00:00
[2024-07-16T05:50:15.889+0530] {logging_mixin.py:188} INFO - 2023-12-09 00:00:00
[2024-07-16T05:50:15.890+0530] {logging_mixin.py:188} INFO - 2023-12-09 00:00:00
[2024-07-16T05:50:15.891+0530] {logging_mixin.py:188} INFO - 2023-12-09 00:00:00
[2024-07-16T05:50:15.893+0530] {logging_mixin.py:188} INFO - 2023-12-09 00:00:00
[2024-07-16T05:50:15.895+0530] {logging_mixin.py:188} INFO - 2023-12-09 00:00:00
[2024-07-16T05:50:15.897+0530] {logging_mixin.py:188} INFO - 2023-12-09 00:00:00
[2024-07-16T05:50:15.898+0530] {logging_mixin.py:188} INFO - 2023-12-09 00:00:00
[2024-07-16T05:50:15.900+0530] {logging_mixin.py:188} INFO - 2023-12-10 00:00:00
[2024-07-16T05:50:15.902+0530] {logging_mixin.py:188} INFO - 2023-12-10 00:00:00
[2024-07-16T05:50:15.904+0530] {logging_mixin.py:188} INFO - 2023-12-10 00:00:00
[2024-07-16T05:50:15.905+0530] {logging_mixin.py:188} INFO - 2023-12-10 00:00:00
[2024-07-16T05:50:15.907+0530] {logging_mixin.py:188} INFO - 2023-12-10 00:00:00
[2024-07-16T05:50:15.910+0530] {logging_mixin.py:188} INFO - 2023-12-10 00:00:00
[2024-07-16T05:50:15.913+0530] {logging_mixin.py:188} INFO - 2023-12-10 00:00:00
[2024-07-16T05:50:15.915+0530] {logging_mixin.py:188} INFO - 2023-12-10 00:00:00
[2024-07-16T05:50:15.918+0530] {logging_mixin.py:188} INFO - 2023-12-10 00:00:00
[2024-07-16T05:50:15.920+0530] {logging_mixin.py:188} INFO - 2023-12-10 00:00:00
[2024-07-16T05:50:15.922+0530] {logging_mixin.py:188} INFO - 2023-12-11 00:00:00
[2024-07-16T05:50:15.924+0530] {logging_mixin.py:188} INFO - 2023-12-11 00:00:00
[2024-07-16T05:50:15.928+0530] {logging_mixin.py:188} INFO - 2023-12-11 00:00:00
[2024-07-16T05:50:15.930+0530] {logging_mixin.py:188} INFO - 2023-12-11 00:00:00
[2024-07-16T05:50:15.933+0530] {logging_mixin.py:188} INFO - 2023-12-11 00:00:00
[2024-07-16T05:50:15.935+0530] {logging_mixin.py:188} INFO - 2023-12-11 00:00:00
[2024-07-16T05:50:15.937+0530] {logging_mixin.py:188} INFO - 2023-12-11 00:00:00
[2024-07-16T05:50:15.937+0530] {logging_mixin.py:188} INFO - 2023-12-11 00:00:00
[2024-07-16T05:50:15.938+0530] {logging_mixin.py:188} INFO - 2023-12-11 00:00:00
[2024-07-16T05:50:15.939+0530] {logging_mixin.py:188} INFO - 2023-12-11 00:00:00
[2024-07-16T05:50:15.940+0530] {logging_mixin.py:188} INFO - 2023-12-12 00:00:00
[2024-07-16T05:50:15.941+0530] {logging_mixin.py:188} INFO - 2023-12-12 00:00:00
[2024-07-16T05:50:15.943+0530] {logging_mixin.py:188} INFO - 2023-12-12 00:00:00
[2024-07-16T05:50:15.946+0530] {logging_mixin.py:188} INFO - 2023-12-12 00:00:00
[2024-07-16T05:50:15.948+0530] {logging_mixin.py:188} INFO - 2023-12-12 00:00:00
[2024-07-16T05:50:15.950+0530] {logging_mixin.py:188} INFO - 2023-12-12 00:00:00
[2024-07-16T05:50:15.952+0530] {logging_mixin.py:188} INFO - 2023-12-12 00:00:00
[2024-07-16T05:50:15.954+0530] {logging_mixin.py:188} INFO - 2023-12-12 00:00:00
[2024-07-16T05:50:15.954+0530] {logging_mixin.py:188} INFO - 2023-12-12 00:00:00
[2024-07-16T05:50:15.956+0530] {logging_mixin.py:188} INFO - 2023-12-12 00:00:00
[2024-07-16T05:50:15.958+0530] {logging_mixin.py:188} INFO - 2023-12-13 00:00:00
[2024-07-16T05:50:15.960+0530] {logging_mixin.py:188} INFO - 2023-12-13 00:00:00
[2024-07-16T05:50:15.963+0530] {logging_mixin.py:188} INFO - 2023-12-13 00:00:00
[2024-07-16T05:50:15.965+0530] {logging_mixin.py:188} INFO - 2023-12-13 00:00:00
[2024-07-16T05:50:15.967+0530] {logging_mixin.py:188} INFO - 2023-12-13 00:00:00
[2024-07-16T05:50:15.968+0530] {logging_mixin.py:188} INFO - 2023-12-13 00:00:00
[2024-07-16T05:50:15.970+0530] {logging_mixin.py:188} INFO - 2023-12-13 00:00:00
[2024-07-16T05:50:15.972+0530] {logging_mixin.py:188} INFO - 2023-12-13 00:00:00
[2024-07-16T05:50:15.973+0530] {logging_mixin.py:188} INFO - 2023-12-13 00:00:00
[2024-07-16T05:50:15.976+0530] {logging_mixin.py:188} INFO - 2023-12-13 00:00:00
[2024-07-16T05:50:15.979+0530] {logging_mixin.py:188} INFO - 2023-12-14 00:00:00
[2024-07-16T05:50:15.981+0530] {logging_mixin.py:188} INFO - 2023-12-14 00:00:00
[2024-07-16T05:50:15.982+0530] {logging_mixin.py:188} INFO - 2023-12-14 00:00:00
[2024-07-16T05:50:15.984+0530] {logging_mixin.py:188} INFO - 2023-12-14 00:00:00
[2024-07-16T05:50:15.986+0530] {logging_mixin.py:188} INFO - 2023-12-14 00:00:00
[2024-07-16T05:50:15.987+0530] {logging_mixin.py:188} INFO - 2023-12-14 00:00:00
[2024-07-16T05:50:15.988+0530] {logging_mixin.py:188} INFO - 2023-12-14 00:00:00
[2024-07-16T05:50:15.990+0530] {logging_mixin.py:188} INFO - 2023-12-14 00:00:00
[2024-07-16T05:50:15.992+0530] {logging_mixin.py:188} INFO - 2023-12-14 00:00:00
[2024-07-16T05:50:15.994+0530] {logging_mixin.py:188} INFO - 2023-12-14 00:00:00
[2024-07-16T05:50:15.996+0530] {logging_mixin.py:188} INFO - 2023-12-15 00:00:00
[2024-07-16T05:50:15.998+0530] {logging_mixin.py:188} INFO - 2023-12-15 00:00:00
[2024-07-16T05:50:16.000+0530] {logging_mixin.py:188} INFO - 2023-12-15 00:00:00
[2024-07-16T05:50:16.001+0530] {logging_mixin.py:188} INFO - 2023-12-15 00:00:00
[2024-07-16T05:50:16.003+0530] {logging_mixin.py:188} INFO - 2023-12-15 00:00:00
[2024-07-16T05:50:16.005+0530] {logging_mixin.py:188} INFO - 2023-12-15 00:00:00
