[2024-07-16T05:57:09.586+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-16T05:57:09.620+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [queued]>
[2024-07-16T05:57:09.631+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [queued]>
[2024-07-16T05:57:09.631+0530] {taskinstance.py:2306} INFO - Starting attempt 2 of 2
[2024-07-16T05:57:09.648+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): Prepare_data> on 2024-07-16 00:20:08.570795+00:00
[2024-07-16T05:57:09.653+0530] {standard_task_runner.py:63} INFO - Started process 62551 to run task
[2024-07-16T05:57:09.656+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'dag_prepare_data_historic', 'Prepare_data', 'manual__2024-07-16T00:20:08.570795+00:00', '--job-id', '1424', '--raw', '--subdir', 'DAGS_FOLDER/dag_prepare_data_historic.py', '--cfg-path', '/tmp/tmp568s6shq']
[2024-07-16T05:57:09.658+0530] {standard_task_runner.py:91} INFO - Job 1424: Subtask Prepare_data
[2024-07-16T05:57:09.707+0530] {task_command.py:426} INFO - Running <TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [running]> on host kali
[2024-07-16T05:57:09.784+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='dag_prepare_data_historic' AIRFLOW_CTX_TASK_ID='Prepare_data' AIRFLOW_CTX_EXECUTION_DATE='2024-07-16T00:20:08.570795+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-16T00:20:08.570795+00:00'
[2024-07-16T05:57:09.784+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-16T05:57:13.374+0530] {logging_mixin.py:188} INFO - 2023-10-28 00:00:00
[2024-07-16T05:57:13.375+0530] {logging_mixin.py:188} INFO - 2023-10-28 00:00:00
[2024-07-16T05:57:13.376+0530] {logging_mixin.py:188} INFO - 2023-10-28 00:00:00
[2024-07-16T05:57:13.378+0530] {logging_mixin.py:188} INFO - 2023-10-28 00:00:00
[2024-07-16T05:57:13.379+0530] {logging_mixin.py:188} INFO - 2023-10-28 00:00:00
[2024-07-16T05:57:13.380+0530] {logging_mixin.py:188} INFO - 2023-10-28 00:00:00
[2024-07-16T05:57:13.381+0530] {logging_mixin.py:188} INFO - 2023-10-29 00:00:00
[2024-07-16T05:57:13.381+0530] {logging_mixin.py:188} INFO - 2023-10-29 00:00:00
[2024-07-16T05:57:13.382+0530] {logging_mixin.py:188} INFO - 2023-10-29 00:00:00
[2024-07-16T05:57:13.383+0530] {logging_mixin.py:188} INFO - 2023-10-29 00:00:00
[2024-07-16T05:57:13.383+0530] {logging_mixin.py:188} INFO - 2023-10-29 00:00:00
[2024-07-16T05:57:13.384+0530] {logging_mixin.py:188} INFO - 2023-10-29 00:00:00
[2024-07-16T05:57:13.385+0530] {logging_mixin.py:188} INFO - 2023-10-29 00:00:00
[2024-07-16T05:57:13.386+0530] {logging_mixin.py:188} INFO - 2023-10-29 00:00:00
[2024-07-16T05:57:13.386+0530] {logging_mixin.py:188} INFO - 2023-10-29 00:00:00
[2024-07-16T05:57:13.387+0530] {logging_mixin.py:188} INFO - 2023-10-29 00:00:00
[2024-07-16T05:57:13.388+0530] {logging_mixin.py:188} INFO - 2023-10-30 00:00:00
[2024-07-16T05:57:13.389+0530] {logging_mixin.py:188} INFO - 2023-10-30 00:00:00
[2024-07-16T05:57:13.389+0530] {logging_mixin.py:188} INFO - 2023-10-30 00:00:00
[2024-07-16T05:57:13.390+0530] {logging_mixin.py:188} INFO - 2023-10-30 00:00:00
[2024-07-16T05:57:13.391+0530] {logging_mixin.py:188} INFO - 2023-10-30 00:00:00
[2024-07-16T05:57:13.391+0530] {logging_mixin.py:188} INFO - 2023-10-30 00:00:00
[2024-07-16T05:57:13.392+0530] {logging_mixin.py:188} INFO - 2023-10-30 00:00:00
[2024-07-16T05:57:13.394+0530] {logging_mixin.py:188} INFO - 2023-10-30 00:00:00
[2024-07-16T05:57:13.395+0530] {logging_mixin.py:188} INFO - 2023-10-30 00:00:00
[2024-07-16T05:57:13.396+0530] {logging_mixin.py:188} INFO - 2023-10-30 00:00:00
[2024-07-16T05:57:13.397+0530] {logging_mixin.py:188} INFO - 2023-10-31 00:00:00
[2024-07-16T05:57:13.398+0530] {logging_mixin.py:188} INFO - 2023-10-31 00:00:00
[2024-07-16T05:57:13.399+0530] {logging_mixin.py:188} INFO - 2023-10-31 00:00:00
[2024-07-16T05:57:13.399+0530] {logging_mixin.py:188} INFO - 2023-10-31 00:00:00
[2024-07-16T05:57:13.400+0530] {logging_mixin.py:188} INFO - 2023-10-31 00:00:00
[2024-07-16T05:57:13.401+0530] {logging_mixin.py:188} INFO - 2023-10-31 00:00:00
[2024-07-16T05:57:13.401+0530] {logging_mixin.py:188} INFO - 2023-10-31 00:00:00
[2024-07-16T05:57:13.402+0530] {logging_mixin.py:188} INFO - 2023-10-31 00:00:00
[2024-07-16T05:57:13.403+0530] {logging_mixin.py:188} INFO - 2023-10-31 00:00:00
[2024-07-16T05:57:13.404+0530] {logging_mixin.py:188} INFO - 2023-10-31 00:00:00
[2024-07-16T05:57:13.404+0530] {logging_mixin.py:188} INFO - 2023-11-01 00:00:00
[2024-07-16T05:57:13.405+0530] {logging_mixin.py:188} INFO - 2023-11-01 00:00:00
[2024-07-16T05:57:13.405+0530] {logging_mixin.py:188} INFO - 2023-11-01 00:00:00
[2024-07-16T05:57:13.406+0530] {logging_mixin.py:188} INFO - 2023-11-01 00:00:00
[2024-07-16T05:57:13.407+0530] {logging_mixin.py:188} INFO - 2023-11-01 00:00:00
[2024-07-16T05:57:13.408+0530] {logging_mixin.py:188} INFO - 2023-11-01 00:00:00
[2024-07-16T05:57:13.408+0530] {logging_mixin.py:188} INFO - 2023-11-01 00:00:00
[2024-07-16T05:57:13.410+0530] {logging_mixin.py:188} INFO - 2023-11-01 00:00:00
[2024-07-16T05:57:13.411+0530] {logging_mixin.py:188} INFO - 2023-11-01 00:00:00
[2024-07-16T05:57:13.412+0530] {logging_mixin.py:188} INFO - 2023-11-01 00:00:00
[2024-07-16T05:57:13.413+0530] {logging_mixin.py:188} INFO - 2023-11-02 00:00:00
[2024-07-16T05:57:13.414+0530] {logging_mixin.py:188} INFO - 2023-11-02 00:00:00
[2024-07-16T05:57:13.414+0530] {logging_mixin.py:188} INFO - 2023-11-02 00:00:00
[2024-07-16T05:57:13.415+0530] {logging_mixin.py:188} INFO - 2023-11-02 00:00:00
[2024-07-16T05:57:13.416+0530] {logging_mixin.py:188} INFO - 2023-11-02 00:00:00
[2024-07-16T05:57:13.417+0530] {logging_mixin.py:188} INFO - 2023-11-02 00:00:00
[2024-07-16T05:57:13.417+0530] {logging_mixin.py:188} INFO - 2023-11-02 00:00:00
[2024-07-16T05:57:13.418+0530] {logging_mixin.py:188} INFO - 2023-11-02 00:00:00
[2024-07-16T05:57:13.419+0530] {logging_mixin.py:188} INFO - 2023-11-02 00:00:00
[2024-07-16T05:57:13.419+0530] {logging_mixin.py:188} INFO - 2023-11-02 00:00:00
[2024-07-16T05:57:13.420+0530] {logging_mixin.py:188} INFO - 2023-11-03 00:00:00
[2024-07-16T05:57:13.421+0530] {logging_mixin.py:188} INFO - 2023-11-03 00:00:00
[2024-07-16T05:57:13.422+0530] {logging_mixin.py:188} INFO - 2023-11-03 00:00:00
[2024-07-16T05:57:13.422+0530] {logging_mixin.py:188} INFO - 2023-11-03 00:00:00
[2024-07-16T05:57:13.423+0530] {logging_mixin.py:188} INFO - 2023-11-03 00:00:00
[2024-07-16T05:57:13.424+0530] {logging_mixin.py:188} INFO - 2023-11-03 00:00:00
[2024-07-16T05:57:13.424+0530] {logging_mixin.py:188} INFO - 2023-11-03 00:00:00
[2024-07-16T05:57:13.425+0530] {logging_mixin.py:188} INFO - 2023-11-03 00:00:00
[2024-07-16T05:57:13.428+0530] {logging_mixin.py:188} INFO - 2023-11-03 00:00:00
[2024-07-16T05:57:13.429+0530] {logging_mixin.py:188} INFO - 2023-11-03 00:00:00
[2024-07-16T05:57:13.430+0530] {logging_mixin.py:188} INFO - 2023-11-04 00:00:00
[2024-07-16T05:57:13.430+0530] {logging_mixin.py:188} INFO - 2023-11-04 00:00:00
[2024-07-16T05:57:13.431+0530] {logging_mixin.py:188} INFO - 2023-11-04 00:00:00
[2024-07-16T05:57:13.432+0530] {logging_mixin.py:188} INFO - 2023-11-04 00:00:00
[2024-07-16T05:57:13.433+0530] {logging_mixin.py:188} INFO - 2023-11-04 00:00:00
[2024-07-16T05:57:13.434+0530] {logging_mixin.py:188} INFO - 2023-11-04 00:00:00
[2024-07-16T05:57:13.434+0530] {logging_mixin.py:188} INFO - 2023-11-04 00:00:00
[2024-07-16T05:57:13.435+0530] {logging_mixin.py:188} INFO - 2023-11-04 00:00:00
[2024-07-16T05:57:13.436+0530] {logging_mixin.py:188} INFO - 2023-11-04 00:00:00
[2024-07-16T05:57:13.436+0530] {logging_mixin.py:188} INFO - 2023-11-04 00:00:00
[2024-07-16T05:57:13.437+0530] {logging_mixin.py:188} INFO - 2023-11-05 00:00:00
[2024-07-16T05:57:13.438+0530] {logging_mixin.py:188} INFO - 2023-11-05 00:00:00
[2024-07-16T05:57:13.438+0530] {logging_mixin.py:188} INFO - 2023-11-05 00:00:00
[2024-07-16T05:57:13.439+0530] {logging_mixin.py:188} INFO - 2023-11-05 00:00:00
[2024-07-16T05:57:13.440+0530] {logging_mixin.py:188} INFO - 2023-11-05 00:00:00
[2024-07-16T05:57:13.440+0530] {logging_mixin.py:188} INFO - 2023-11-05 00:00:00
[2024-07-16T05:57:13.441+0530] {logging_mixin.py:188} INFO - 2023-11-05 00:00:00
[2024-07-16T05:57:13.442+0530] {logging_mixin.py:188} INFO - 2023-11-05 00:00:00
[2024-07-16T05:57:13.444+0530] {logging_mixin.py:188} INFO - 2023-11-05 00:00:00
[2024-07-16T05:57:13.445+0530] {logging_mixin.py:188} INFO - 2023-11-05 00:00:00
[2024-07-16T05:57:13.446+0530] {logging_mixin.py:188} INFO - 2023-11-06 00:00:00
[2024-07-16T05:57:13.446+0530] {logging_mixin.py:188} INFO - 2023-11-06 00:00:00
[2024-07-16T05:57:13.447+0530] {logging_mixin.py:188} INFO - 2023-11-06 00:00:00
[2024-07-16T05:57:13.448+0530] {logging_mixin.py:188} INFO - 2023-11-06 00:00:00
[2024-07-16T05:57:13.449+0530] {logging_mixin.py:188} INFO - 2023-11-06 00:00:00
[2024-07-16T05:57:13.449+0530] {logging_mixin.py:188} INFO - 2023-11-06 00:00:00
[2024-07-16T05:57:13.450+0530] {logging_mixin.py:188} INFO - 2023-11-06 00:00:00
[2024-07-16T05:57:13.451+0530] {logging_mixin.py:188} INFO - 2023-11-06 00:00:00
[2024-07-16T05:57:13.452+0530] {logging_mixin.py:188} INFO - 2023-11-06 00:00:00
[2024-07-16T05:57:13.452+0530] {logging_mixin.py:188} INFO - 2023-11-06 00:00:00
[2024-07-16T05:57:13.453+0530] {logging_mixin.py:188} INFO - 2023-11-07 00:00:00
[2024-07-16T05:57:13.454+0530] {logging_mixin.py:188} INFO - 2023-11-07 00:00:00
[2024-07-16T05:57:13.455+0530] {logging_mixin.py:188} INFO - 2023-11-07 00:00:00
[2024-07-16T05:57:13.455+0530] {logging_mixin.py:188} INFO - 2023-11-07 00:00:00
[2024-07-16T05:57:13.456+0530] {logging_mixin.py:188} INFO - 2023-11-07 00:00:00
[2024-07-16T05:57:13.457+0530] {logging_mixin.py:188} INFO - 2023-11-07 00:00:00
[2024-07-16T05:57:13.457+0530] {logging_mixin.py:188} INFO - 2023-11-07 00:00:00
[2024-07-16T05:57:13.458+0530] {logging_mixin.py:188} INFO - 2023-11-07 00:00:00
[2024-07-16T05:57:13.459+0530] {logging_mixin.py:188} INFO - 2023-11-07 00:00:00
[2024-07-16T05:57:13.461+0530] {logging_mixin.py:188} INFO - 2023-11-07 00:00:00
[2024-07-16T05:57:13.462+0530] {logging_mixin.py:188} INFO - 2023-11-08 00:00:00
[2024-07-16T05:57:13.463+0530] {logging_mixin.py:188} INFO - 2023-11-08 00:00:00
[2024-07-16T05:57:13.464+0530] {logging_mixin.py:188} INFO - 2023-11-08 00:00:00
[2024-07-16T05:57:13.465+0530] {logging_mixin.py:188} INFO - 2023-11-08 00:00:00
[2024-07-16T05:57:13.466+0530] {logging_mixin.py:188} INFO - 2023-11-08 00:00:00
[2024-07-16T05:57:13.467+0530] {logging_mixin.py:188} INFO - 2023-11-08 00:00:00
[2024-07-16T05:57:13.467+0530] {logging_mixin.py:188} INFO - 2023-11-08 00:00:00
[2024-07-16T05:57:13.468+0530] {logging_mixin.py:188} INFO - 2023-11-08 00:00:00
[2024-07-16T05:57:13.469+0530] {logging_mixin.py:188} INFO - 2023-11-08 00:00:00
[2024-07-16T05:57:13.469+0530] {logging_mixin.py:188} INFO - 2023-11-08 00:00:00
[2024-07-16T05:57:13.470+0530] {logging_mixin.py:188} INFO - 2023-11-09 00:00:00
[2024-07-16T05:57:13.471+0530] {logging_mixin.py:188} INFO - 2023-11-09 00:00:00
[2024-07-16T05:57:13.472+0530] {logging_mixin.py:188} INFO - 2023-11-09 00:00:00
[2024-07-16T05:57:13.472+0530] {logging_mixin.py:188} INFO - 2023-11-09 00:00:00
[2024-07-16T05:57:13.473+0530] {logging_mixin.py:188} INFO - 2023-11-09 00:00:00
[2024-07-16T05:57:13.474+0530] {logging_mixin.py:188} INFO - 2023-11-09 00:00:00
[2024-07-16T05:57:13.475+0530] {logging_mixin.py:188} INFO - 2023-11-09 00:00:00
[2024-07-16T05:57:13.476+0530] {logging_mixin.py:188} INFO - 2023-11-09 00:00:00
[2024-07-16T05:57:13.477+0530] {logging_mixin.py:188} INFO - 2023-11-09 00:00:00
[2024-07-16T05:57:13.478+0530] {logging_mixin.py:188} INFO - 2023-11-09 00:00:00
[2024-07-16T05:57:13.479+0530] {logging_mixin.py:188} INFO - 2023-11-10 00:00:00
[2024-07-16T05:57:13.481+0530] {logging_mixin.py:188} INFO - 2023-11-10 00:00:00
[2024-07-16T05:57:13.482+0530] {logging_mixin.py:188} INFO - 2023-11-10 00:00:00
[2024-07-16T05:57:13.482+0530] {logging_mixin.py:188} INFO - 2023-11-10 00:00:00
[2024-07-16T05:57:13.483+0530] {logging_mixin.py:188} INFO - 2023-11-10 00:00:00
[2024-07-16T05:57:13.484+0530] {logging_mixin.py:188} INFO - 2023-11-10 00:00:00
[2024-07-16T05:57:13.485+0530] {logging_mixin.py:188} INFO - 2023-11-10 00:00:00
[2024-07-16T05:57:13.486+0530] {logging_mixin.py:188} INFO - 2023-11-10 00:00:00
[2024-07-16T05:57:13.486+0530] {logging_mixin.py:188} INFO - 2023-11-10 00:00:00
[2024-07-16T05:57:13.487+0530] {logging_mixin.py:188} INFO - 2023-11-10 00:00:00
[2024-07-16T05:57:13.488+0530] {logging_mixin.py:188} INFO - 2023-11-11 00:00:00
[2024-07-16T05:57:13.489+0530] {logging_mixin.py:188} INFO - 2023-11-11 00:00:00
[2024-07-16T05:57:13.489+0530] {logging_mixin.py:188} INFO - 2023-11-11 00:00:00
[2024-07-16T05:57:13.490+0530] {logging_mixin.py:188} INFO - 2023-11-11 00:00:00
[2024-07-16T05:57:13.491+0530] {logging_mixin.py:188} INFO - 2023-11-11 00:00:00
[2024-07-16T05:57:13.491+0530] {logging_mixin.py:188} INFO - 2023-11-11 00:00:00
[2024-07-16T05:57:13.493+0530] {logging_mixin.py:188} INFO - 2023-11-11 00:00:00
[2024-07-16T05:57:13.494+0530] {logging_mixin.py:188} INFO - 2023-11-11 00:00:00
[2024-07-16T05:57:13.495+0530] {logging_mixin.py:188} INFO - 2023-11-11 00:00:00
[2024-07-16T05:57:13.496+0530] {logging_mixin.py:188} INFO - 2023-11-11 00:00:00
[2024-07-16T05:57:13.497+0530] {logging_mixin.py:188} INFO - 2023-11-12 00:00:00
[2024-07-16T05:57:13.498+0530] {logging_mixin.py:188} INFO - 2023-11-12 00:00:00
[2024-07-16T05:57:13.498+0530] {logging_mixin.py:188} INFO - 2023-11-12 00:00:00
[2024-07-16T05:57:13.499+0530] {logging_mixin.py:188} INFO - 2023-11-12 00:00:00
[2024-07-16T05:57:13.500+0530] {logging_mixin.py:188} INFO - 2023-11-12 00:00:00
[2024-07-16T05:57:13.501+0530] {logging_mixin.py:188} INFO - 2023-11-12 00:00:00
[2024-07-16T05:57:13.502+0530] {logging_mixin.py:188} INFO - 2023-11-12 00:00:00
[2024-07-16T05:57:13.502+0530] {logging_mixin.py:188} INFO - 2023-11-12 00:00:00
[2024-07-16T05:57:13.503+0530] {logging_mixin.py:188} INFO - 2023-11-12 00:00:00
[2024-07-16T05:57:13.504+0530] {logging_mixin.py:188} INFO - 2023-11-12 00:00:00
[2024-07-16T05:57:13.504+0530] {logging_mixin.py:188} INFO - 2023-11-13 00:00:00
[2024-07-16T05:57:13.505+0530] {logging_mixin.py:188} INFO - 2023-11-13 00:00:00
[2024-07-16T05:57:13.506+0530] {logging_mixin.py:188} INFO - 2023-11-13 00:00:00
[2024-07-16T05:57:13.506+0530] {logging_mixin.py:188} INFO - 2023-11-13 00:00:00
[2024-07-16T05:57:13.507+0530] {logging_mixin.py:188} INFO - 2023-11-13 00:00:00
[2024-07-16T05:57:13.508+0530] {logging_mixin.py:188} INFO - 2023-11-13 00:00:00
[2024-07-16T05:57:13.509+0530] {logging_mixin.py:188} INFO - 2023-11-13 00:00:00
[2024-07-16T05:57:13.511+0530] {logging_mixin.py:188} INFO - 2023-11-13 00:00:00
[2024-07-16T05:57:13.512+0530] {logging_mixin.py:188} INFO - 2023-11-13 00:00:00
[2024-07-16T05:57:13.513+0530] {logging_mixin.py:188} INFO - 2023-11-13 00:00:00
[2024-07-16T05:57:13.514+0530] {logging_mixin.py:188} INFO - 2023-11-14 00:00:00
[2024-07-16T05:57:13.515+0530] {logging_mixin.py:188} INFO - 2023-11-14 00:00:00
[2024-07-16T05:57:13.516+0530] {logging_mixin.py:188} INFO - 2023-11-14 00:00:00
[2024-07-16T05:57:13.516+0530] {logging_mixin.py:188} INFO - 2023-11-14 00:00:00
[2024-07-16T05:57:13.517+0530] {logging_mixin.py:188} INFO - 2023-11-14 00:00:00
[2024-07-16T05:57:13.518+0530] {logging_mixin.py:188} INFO - 2023-11-14 00:00:00
[2024-07-16T05:57:13.519+0530] {logging_mixin.py:188} INFO - 2023-11-14 00:00:00
[2024-07-16T05:57:13.519+0530] {logging_mixin.py:188} INFO - 2023-11-14 00:00:00
[2024-07-16T05:57:13.520+0530] {logging_mixin.py:188} INFO - 2023-11-14 00:00:00
[2024-07-16T05:57:13.521+0530] {logging_mixin.py:188} INFO - 2023-11-14 00:00:00
[2024-07-16T05:57:13.522+0530] {logging_mixin.py:188} INFO - 2023-11-15 00:00:00
[2024-07-16T05:57:13.522+0530] {logging_mixin.py:188} INFO - 2023-11-15 00:00:00
[2024-07-16T05:57:13.523+0530] {logging_mixin.py:188} INFO - 2023-11-15 00:00:00
[2024-07-16T05:57:13.524+0530] {logging_mixin.py:188} INFO - 2023-11-15 00:00:00
[2024-07-16T05:57:13.524+0530] {logging_mixin.py:188} INFO - 2023-11-15 00:00:00
[2024-07-16T05:57:13.525+0530] {logging_mixin.py:188} INFO - 2023-11-15 00:00:00
[2024-07-16T05:57:13.527+0530] {logging_mixin.py:188} INFO - 2023-11-15 00:00:00
[2024-07-16T05:57:13.528+0530] {logging_mixin.py:188} INFO - 2023-11-15 00:00:00
[2024-07-16T05:57:13.529+0530] {logging_mixin.py:188} INFO - 2023-11-15 00:00:00
[2024-07-16T05:57:13.530+0530] {logging_mixin.py:188} INFO - 2023-11-15 00:00:00
[2024-07-16T05:57:13.532+0530] {logging_mixin.py:188} INFO - 2023-11-16 00:00:00
[2024-07-16T05:57:13.533+0530] {logging_mixin.py:188} INFO - 2023-11-16 00:00:00
[2024-07-16T05:57:13.534+0530] {logging_mixin.py:188} INFO - 2023-11-16 00:00:00
[2024-07-16T05:57:13.534+0530] {logging_mixin.py:188} INFO - 2023-11-16 00:00:00
[2024-07-16T05:57:13.535+0530] {logging_mixin.py:188} INFO - 2023-11-16 00:00:00
[2024-07-16T05:57:13.536+0530] {logging_mixin.py:188} INFO - 2023-11-16 00:00:00
[2024-07-16T05:57:13.537+0530] {logging_mixin.py:188} INFO - 2023-11-16 00:00:00
[2024-07-16T05:57:13.538+0530] {logging_mixin.py:188} INFO - 2023-11-16 00:00:00
[2024-07-16T05:57:13.539+0530] {logging_mixin.py:188} INFO - 2023-11-16 00:00:00
[2024-07-16T05:57:13.540+0530] {logging_mixin.py:188} INFO - 2023-11-16 00:00:00
[2024-07-16T05:57:13.541+0530] {logging_mixin.py:188} INFO - 2023-11-17 00:00:00
[2024-07-16T05:57:13.541+0530] {logging_mixin.py:188} INFO - 2023-11-17 00:00:00
[2024-07-16T05:57:13.542+0530] {logging_mixin.py:188} INFO - 2023-11-17 00:00:00
[2024-07-16T05:57:13.545+0530] {logging_mixin.py:188} INFO - 2023-11-17 00:00:00
[2024-07-16T05:57:13.546+0530] {logging_mixin.py:188} INFO - 2023-11-17 00:00:00
[2024-07-16T05:57:13.547+0530] {logging_mixin.py:188} INFO - 2023-11-17 00:00:00
[2024-07-16T05:57:13.547+0530] {logging_mixin.py:188} INFO - 2023-11-17 00:00:00
[2024-07-16T05:57:13.548+0530] {logging_mixin.py:188} INFO - 2023-11-17 00:00:00
[2024-07-16T05:57:13.549+0530] {logging_mixin.py:188} INFO - 2023-11-17 00:00:00
[2024-07-16T05:57:13.550+0530] {logging_mixin.py:188} INFO - 2023-11-17 00:00:00
[2024-07-16T05:57:13.551+0530] {logging_mixin.py:188} INFO - 2023-11-18 00:00:00
[2024-07-16T05:57:13.552+0530] {logging_mixin.py:188} INFO - 2023-11-18 00:00:00
[2024-07-16T05:57:13.552+0530] {logging_mixin.py:188} INFO - 2023-11-18 00:00:00
[2024-07-16T05:57:13.553+0530] {logging_mixin.py:188} INFO - 2023-11-18 00:00:00
[2024-07-16T05:57:13.554+0530] {logging_mixin.py:188} INFO - 2023-11-18 00:00:00
[2024-07-16T05:57:13.555+0530] {logging_mixin.py:188} INFO - 2023-11-18 00:00:00
[2024-07-16T05:57:13.555+0530] {logging_mixin.py:188} INFO - 2023-11-18 00:00:00
[2024-07-16T05:57:13.556+0530] {logging_mixin.py:188} INFO - 2023-11-18 00:00:00
[2024-07-16T05:57:13.557+0530] {logging_mixin.py:188} INFO - 2023-11-18 00:00:00
[2024-07-16T05:57:13.558+0530] {logging_mixin.py:188} INFO - 2023-11-18 00:00:00
[2024-07-16T05:57:13.558+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:57:13.559+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:57:13.561+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:57:13.562+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:57:13.563+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:57:13.564+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:57:13.564+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:57:13.565+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:57:13.566+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:57:13.567+0530] {logging_mixin.py:188} INFO - 2023-11-19 00:00:00
[2024-07-16T05:57:13.568+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:57:13.568+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:57:13.569+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:57:13.570+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:57:13.571+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:57:13.571+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:57:13.572+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:57:13.573+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:57:13.574+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:57:13.575+0530] {logging_mixin.py:188} INFO - 2023-11-20 00:00:00
[2024-07-16T05:57:13.577+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:57:13.578+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:57:13.580+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:57:13.581+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:57:13.582+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:57:13.583+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:57:13.584+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:57:13.585+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:57:13.586+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:57:13.587+0530] {logging_mixin.py:188} INFO - 2023-11-21 00:00:00
[2024-07-16T05:57:13.588+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:57:13.590+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:57:13.590+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:57:13.593+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:57:13.595+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:57:13.596+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:57:13.597+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:57:13.599+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:57:13.600+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:57:13.601+0530] {logging_mixin.py:188} INFO - 2023-11-22 00:00:00
[2024-07-16T05:57:13.602+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:57:13.603+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:57:13.604+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:57:13.605+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:57:13.606+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:57:13.606+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:57:13.607+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
[2024-07-16T05:57:13.608+0530] {logging_mixin.py:188} INFO - 2023-11-23 00:00:00
