deposit_id,customer_id,amount,interest_rate,start_date,maturity_date
b202df66-366e-40f8-8f9f-43051cdf3877,8e296b58-bcf5-43e6-9e0c-df783ee92dc2,91420.8,9.93,2024-07-14,2024-12-22
f65b26a9-46b2-4c03-bafb-85cce83a81ce,8ec4abec-e6fd-4bf1-8b42-1aff947db74b,87102.12,9.21,2024-07-14,2025-02-06
e7d56a05-b9f2-4847-83d3-b18dae6f2fa6,03cd9d6e-8305-4c25-95b2-4ba6f8ef0363,26750.48,6.44,2024-07-14,2024-11-30
373afe0f-fe78-4f00-ac61-fa1db5d14bd5,101b00b1-643a-450c-b73f-a8b3b686cc41,21479.96,2.12,2024-07-14,2024-07-22
1814ffc4-3561-4a6d-91b8-cc9c6921e256,6bb799f2-3240-4065-94a2-d43df28feafd,24084.41,5.43,2024-07-14,2025-01-15
1556458b-5c65-4291-9cac-2853141e4eb5,97e5deba-def6-4bfc-8370-e9861418e718,27705.22,5.35,2024-07-14,2024-07-18
506ce298-ed4a-4e4e-ac0d-73c7e0f9addf,b39fa5cc-7c47-47aa-982e-6b5a6a6944bd,17707.45,9.43,2024-07-14,2025-03-28
968572c9-69d0-4774-9f3b-9aa97d95ec02,cce8c819-3438-4d6a-a63d-00697f92dc5b,37792.46,4.04,2024-07-14,2024-11-22
fb62fdcc-fe9f-475b-8eb1-19e5c4128d22,c26a1930-cb12-486b-9bb4-b71159b8a757,68685.85,3.91,2024-07-14,2024-08-16
02569644-664f-4db9-996e-33fd52c20267,c6821027-f04b-4105-9917-edff83944800,41213.85,2.64,2024-07-14,2025-01-01
2dc51887-11fe-4843-90a7-7d1eb26ce831,684ef3fa-031f-4832-ae23-5dd54ca6f43d,6895.28,9.95,2024-07-14,2025-04-25
568c8e0e-5d73-46c5-a23c-9ce3ddf7f091,5d3f3c04-151b-4ded-a2fe-4379e75bf383,81456.83,9.4,2024-07-14,2025-02-12
baed10d5-8f03-49fd-a032-75b6e1aca9b8,cc962d7a-8dfe-4101-b56c-22d1ee54b041,89324.84,5.08,2024-07-14,2024-09-26
eed7ad27-0c65-49ee-9d02-d75c97dd95f3,a48a8f2d-900f-42f1-8fe0-9206c55b070c,93148.7,4.78,2024-07-14,2024-11-07
20e7cb54-ec66-4620-bda0-9b7f7f8c0685,842002ee-c4ca-4885-82c1-5eaa2b282ed2,52311.59,6.18,2024-07-14,2024-07-21
b4ab0309-cae1-443c-af82-bb293522c701,4e126ca0-d3d6-4b72-ae1b-7f3cb5e5b948,47246.61,8.53,2024-07-14,2025-03-31
69a990b8-ee84-412c-85ee-5bbe56445d52,70e94d3b-8ee3-48a1-b598-ec6d46cbf2cb,79422.28,7.67,2024-07-14,2024-08-06
97e43037-46c5-4af0-a5a2-3ea164926a1c,a23acbb9-eb86-403f-8411-3cc057be3662,78670.05,6.55,2024-07-14,2025-03-31
c29546de-47e2-474b-8d5b-173bff002b15,5bbd557b-8c8a-4f56-8f8b-dfac981ab572,73845.31,3.23,2024-07-14,2025-03-10
6b41d4eb-af09-4afc-860f-8c54c25c4aa1,f95c4c68-b006-489d-bdf6-34944c44809e,34925.74,9.85,2024-07-14,2024-07-20
756c301e-202b-4397-9469-04f9cc910264,f2226358-1dc2-4ffb-8a10-3b631cbfa544,84134.53,8.25,2024-07-14,2025-04-07
4b76b460-94bc-44d6-918f-0d835fa4ab06,84e7b110-2ca2-4ed9-8728-6cd3cb638e9a,59083.71,9.75,2024-07-14,2024-10-05
2ebf418d-ad27-4baa-9436-fcaee4212b55,0b0779c5-c084-40b4-b332-42a9724cb0d0,24185.88,6.63,2024-07-14,2024-07-18
69e5dfe7-9c81-4043-919b-04254d2751ce,8cb7cce6-3b05-4e81-9c67-a11a21211ab3,26744.53,7.82,2024-07-14,2025-05-18
b6594e59-ea77-4211-b7d8-fc3724c740bc,516a20c1-5794-43fa-aee4-3ab33fba27d1,10895.33,4.82,2024-07-14,2025-03-15
4200b447-79b2-4a89-8485-8053926e6549,17a51ef8-98b3-42ac-b21e-0803e5a779c0,44756.36,7.43,2024-07-14,2025-04-07
0e22e5a8-4269-41a1-a621-704036ea13e9,a75c4daf-4609-4e53-b3a8-8ef2d1e84e30,8320.52,3.53,2024-07-14,2025-03-06
b18a6ef5-038e-4149-9f86-7cdb3759eced,4152f0ad-2509-4a9c-97fb-a4889ff310d1,54909.47,6.0,2024-07-14,2024-12-20
14cdba1e-0421-42f7-af9d-0c5ef50c5757,40c3bc5e-ab71-470a-97ed-fcd5a9bce67d,5897.08,8.47,2024-07-14,2024-11-16
9e1f2398-4e2d-4033-942a-ef453d34d0bf,759a99d5-19f1-488e-b43f-47a46dea198c,19037.18,8.27,2024-07-14,2024-09-19
a9341372-e09f-4422-b196-6693c9024948,1ee74d2d-7ec4-46fc-bb70-fba50ff5572c,96923.04,1.98,2024-07-14,2025-04-18
43f27a40-a195-4bf0-ad1b-517f58859202,f792e6d6-1eb9-4ae8-b9ce-94dcaa74063b,49577.14,5.91,2024-07-14,2024-10-15
4d340ca2-299f-4c7f-9e3b-330542b3c6ef,a6955261-68db-4c06-a56c-7b1477306f6c,61340.15,3.43,2024-07-14,2025-05-11
8e2ceae9-22fe-4a2a-a629-8d166253477f,a50f0d5f-b78f-42a8-86ef-887b9802dae8,90947.51,4.04,2024-07-14,2025-03-18
6140796d-8060-4063-b059-fb014d7577b1,227d4e52-f412-4138-ab1b-9f1a47ad5633,87115.24,9.12,2024-07-14,2025-06-14
92282d84-c0eb-4c84-bf19-c41c108c348e,608bc4e0-f8d1-4827-b164-c8a4a54ea25a,48840.8,2.02,2024-07-14,2024-10-29
59a4d178-d614-4ab0-9209-e9aa63eda4e6,a75c4daf-4609-4e53-b3a8-8ef2d1e84e30,92893.4,2.41,2024-07-14,2025-02-23
f3cf69d4-ea81-4130-9210-263540f360a1,4999933d-08df-4d0d-bd50-80059050b04e,78882.93,4.21,2024-07-14,2025-06-12
b1339c9b-24a6-4165-92ab-1c1a9ba0052e,c5e649f9-be70-42dc-87bb-dfa86805a659,60521.16,5.33,2024-07-14,2025-04-06
34fc2def-aca3-48bc-b7c2-74bb75148fa1,99a3d635-81c5-490e-92a3-c92df738f4d3,20743.3,1.98,2024-07-14,2025-07-12
