deposit_id,customer_id,monthly_amount,interest_rate,start_date,end_date
0aab328a-f18c-4ef1-b96d-e3c0acfe4197,bbc9549b-d017-40c6-8851-36e07913df76,1201.26,9.05,2024-07-14,2024-11-12
307efca7-37e5-41b0-8bde-ea03e4b0af09,f375c1ee-2a25-4c40-8fdd-2f81996ae269,534.87,9.15,2024-07-14,2025-05-30
4f252d78-7560-4994-9874-d6ae9b0b0189,e7de63b4-3801-468d-9373-9f7fc3abed49,673.28,8.32,2024-07-14,2025-05-10
6644e4b9-7c59-445b-8d66-5f6f7dd644a3,8d90bf39-3d1e-43f8-9c5c-277f99745924,633.81,9.07,2024-07-14,2024-10-06
0d13dcec-1c10-4b52-88a0-405e21b9828b,01e6eb31-db5e-4758-b4ce-24df50b9282b,750.42,3.52,2024-07-14,2024-12-25
8872a4d3-c83e-45f0-acf3-b31d6af2cd0c,bfb7a552-bb2c-4e62-af6e-49a7b097c652,1119.63,1.93,2024-07-14,2024-12-16
b99d2d69-be14-4108-9fcf-32b06393aa50,ab39dff9-d6c0-40ff-8333-4d4f45e1278f,157.72,6.63,2024-07-14,2025-05-05
859eb5f5-e985-4de6-bcaf-1036f542990c,f43e9fd0-7e23-4416-8ff7-15932524f737,332.33,6.23,2024-07-14,2025-04-04
0f461701-bfe2-485d-b929-09820f28c961,bd960a71-bb4c-44ba-b749-f1f22e7f8456,1955.99,6.71,2024-07-14,2025-07-10
4aef720a-1f9d-4e95-b7a4-825acaea9df0,897cfbdc-03da-4a12-b610-4fef7b003da4,1829.81,1.09,2024-07-14,2024-09-26
1ae2782d-b4cc-4586-a4e4-4dfa5171867e,c059714f-c73e-40db-a29c-ce0991366b63,1095.73,4.5,2024-07-14,2025-01-29
768590f3-9ec5-40e6-bec5-36ac3067ccc2,8d2333b5-c595-4e5d-a5a9-ee40d44f728b,307.1,6.81,2024-07-14,2024-09-02
bc226373-5348-43d4-8802-3aacd6c2d0bd,ec3ee62b-962f-4bf0-8bf2-517b3adeece6,1952.21,4.23,2024-07-14,2024-09-25
1122b054-9d81-4a12-b3a4-91a04823e17e,3aed7336-ade0-46e0-aabb-2dbc490034a7,534.74,3.95,2024-07-14,2025-06-22
84cb7aef-c696-40bd-9352-a604c4f1eea1,1d49bc03-03bd-4397-90ff-a7b99c35fe59,1138.84,1.43,2024-07-14,2024-10-08
3302829f-b174-462c-acd9-590b697288fb,cba1f77d-4db7-4776-b7cb-f1e16452166d,1461.76,1.46,2024-07-14,2025-04-07
9eabcfb4-5944-45a5-b03e-5cbe31ba3052,6f541f8a-ee84-48d9-ae34-f7f5a04b0d3e,1398.83,5.59,2024-07-14,2024-12-24
26634ea5-8dac-46da-85c4-89b1dc0f86db,ae572ac9-244f-4ac7-aa95-c2f3c1f46f6f,1162.61,6.62,2024-07-14,2024-09-24
37cd6066-c54d-4e02-bfe8-daf01340d314,18e9e5e2-fdbd-42b9-abce-dd638eca90cc,1241.6,2.26,2024-07-14,2025-04-26
b84ee33e-1ce9-4e4c-8656-68a3c4ec695a,fabd5b94-0803-4726-9b84-1a2b9a0956f8,562.64,7.22,2024-07-14,2025-01-18
50a21a78-127f-48aa-a98d-236f7bc19282,bfb7a552-bb2c-4e62-af6e-49a7b097c652,1873.58,7.63,2024-07-14,2024-12-30
0af63a9e-4be3-402e-bf38-f2fc580a6e3a,7550e177-a088-40d1-8bd3-c9a5ce181f29,1899.1,1.82,2024-07-14,2025-02-27
e1416a0f-4d26-4e86-8e96-8f5c00428871,8161d103-9eeb-48c7-8aac-fd5cb1aa72eb,1553.56,6.47,2024-07-14,2025-04-19
f9be71a0-5d2c-49ab-91e9-9c7dc77a168f,39922b61-4d87-45f8-8751-055ad9d8a8c1,1388.75,7.17,2024-07-14,2024-12-05
67b74c4e-f41a-4bae-82a7-6b6884ca4f34,e1f413d0-35bb-46f6-9d02-abd8c3090945,1736.7,4.98,2024-07-14,2025-03-01
e3a97cc2-3122-4e81-9819-8ee3a500a2c8,c884039c-efbc-459d-95f6-131a9f8155dc,747.31,6.83,2024-07-14,2024-11-04
6018b990-e2bd-458b-8169-d4acf10f18f5,30e9432f-8d6f-4040-a325-69a9c6f0b9b1,840.11,1.82,2024-07-14,2025-04-23
ce34fed6-8642-4564-a35a-b11f34dc52a4,c2c1017a-a44e-4a94-bec8-6510a8e365ea,1961.02,8.08,2024-07-14,2025-06-19
416cf2da-b6c4-46c8-9ff6-88642ab9eae5,767b3c36-b409-41fc-b040-d728df46cb34,344.96,8.85,2024-07-14,2025-04-26
8eb9e383-8dd5-425d-9d03-7e0d8c0a1e91,38a746ff-66db-4a8c-bd86-dd0e7c26a976,705.83,5.15,2024-07-14,2024-10-30
93d58db0-79c6-4af5-9655-2855e151fee1,61692d5e-70e0-46d5-8d68-6deba707e0b8,506.26,3.48,2024-07-14,2024-12-06
f1bcc4d8-6906-4862-af71-15074534ded3,67aa28d8-d3d5-4df9-b442-c64cfb911b20,378.89,7.58,2024-07-14,2025-02-14
abff417d-1b0a-4870-9ece-2b8740753d20,35869df8-60b0-4b01-9fa7-c926572616cd,1642.6,9.87,2024-07-14,2025-02-04
387e516e-2cb3-4301-beec-f5446b9fa332,25e74cab-3598-4636-a77b-64c9f5ccb048,1588.82,9.19,2024-07-14,2025-03-28
ae017d41-4658-4dcf-bc0a-e19e77f22744,c3621040-cebe-4ca5-b20c-501832421dd2,1013.36,9.64,2024-07-14,2025-01-16
d2a4a0f1-7708-410a-af53-979387dcaa95,516a20c1-5794-43fa-aee4-3ab33fba27d1,1884.51,5.92,2024-07-14,2025-02-22
